Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 55,OCCO[C@@H]1CC[C@H](C[C@H]1OC)C[C@H]([C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](OC)/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C1)C)/C)O)OC)C)C)/C)C,C53H83NO14,958.22,68,0,0.75,9,14,3,264.38,204.66,6.25,5.87,5.82,0.57,4.06,4.51,-8.89,1.25e-06,1.3e-09,Poorly soluble,-9.94,1.1e-07,1.15e-10,Poorly soluble,-6.06,0.00084,8.77e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-7.98,2,4,1,1,4,0.17,0,2,3,10.0
Molecule 56,O=C1CCC2=C3[C@H](C[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(O)C(=O)C)C)c1ccc(cc1)N(C)C,C28H35NO3,433.58,32,6,0.57,3,3,1,128.88,57.61,3.44,2.9,4.97,3.6,4.75,3.93,-4.3,0.0219,5.0600000000000003e-05,Moderately soluble,-3.77,0.0736,0.00016999999999999999,Soluble,-6.16,0.000301,6.95e-07,Poorly soluble,High,Yes,Yes,No,No,No,No,Yes,-6.89,0,0,0,0,0,0.55,1,0,1,5.06
Molecule 57,NC(=O)[C@@H](NCc1ccc(cc1)OCc1cccc(c1)F)C,C17H19FN2O2,302.34,22,12,0.24,7,4,2,82.48,64.35,2.86,2.2,2.48,2.41,3.15,2.62,-3.04,0.27399999999999997,0.000907,Soluble,-3.19,0.19699999999999998,0.0006519999999999999,Soluble,-5.81,0.000469,1.55e-06,Moderately soluble,High,Yes,No,No,Yes,No,Yes,Yes,-6.58,0,0,0,0,0,0.55,0,0,0,2.55
Molecule 58,CCC1=C(C)CN(C1=O)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)N[C@@H]1CC[C@@H](CC1)C,C24H34N4O5S,490.62,34,6,0.54,11,5,3,133.31,133.06,2.47,3.85,3.77,1.88,1.86,2.77,-4.71,0.00952,1.9399999999999997e-05,Moderately soluble,-6.34,0.00022400000000000002,4.56e-07,Poorly soluble,-6.09,0.000395,8.05e-07,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-6.56,0,2,1,1,0,0.55,0,0,3,4.71
Molecule 59,NC[C@H](C[C@H]1O[C@@H]2[C@@H]([C@H]1OC)CC(=O)C[C@@H]1CC[C@H]3[C@H](O1)[C@@H]1O[C@]4(CC[C@@H]5O[C@@H](CC[C@@H]6O[C@H](C2)C(=C)[C@@H](C6)C)C(=C)C5)O[C@@H]2[C@H](O3)[C@H]1O[C@@H]2C4)O,C40H59NO11,729.9,52,0,0.88,4,12,2,188.29,146.39,4.09,1.11,3.44,-0.02,2.09,2.14,-4.8,0.0116,1.58e-05,Moderately soluble,-3.78,0.122,0.000167,Soluble,-3.63,0.171,0.00023500000000000002,Soluble,Low,No,Yes,No,No,No,No,No,-9.96,2,3,1,1,3,0.17,0,1,1,10.0
Molecule 60,O=C1CCCC(=O)C1C(=O)c1ccc(cc1[N+](=O)[O-])C(F)(F)F,C14H10F3NO5,329.23,23,6,0.36,4,8,0,72.78,97.03,1.21,2.31,3.89,0.77,1.75,1.99,-3.27,0.179,0.000543,Soluble,-3.99,0.034,0.000103,Soluble,-3.8,0.0521,0.00015800000000000002,Soluble,High,No,No,No,Yes,No,No,No,-6.67,0,0,0,0,0,0.55,0,3,0,2.46
Molecule 61,ON=C1CC[C@H]2C(=C1)CC[C@@H]1[C@@H]2CC[C@@]2([C@@H]1CC[C@@]2(O)C#C)CC,C21H29NO2,327.46,24,0,0.76,1,3,2,97.65,52.82,3.17,3.58,4.22,3.88,3.85,3.74,-4.06,0.0285,8.72e-05,Moderately soluble,-4.38,0.0138,4.210000000000001e-05,Moderately soluble,-3.13,0.24100000000000002,0.000735,Soluble,High,Yes,Yes,No,No,Yes,No,No,-5.76,0,0,0,0,0,0.55,0,4,1,5.73
Molecule 62,Clc1ccc2c(c1)[C@H]1CN(C[C@@H]1c1c(O2)cccc1)C,C17H16ClNO,285.77,20,12,0.29,0,2,0,84.9,12.47,3.22,3.77,3.88,3.81,3.7,3.67,-4.43,0.0106,3.71e-05,Moderately soluble,-3.73,0.0538,0.000188,Soluble,-5.63,0.00067,2.34e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.37,0,0,0,0,0,0.55,0,0,1,3.45
Molecule 63,N[C@H]1C[C@H]1c1ccccc1,C9H11N,133.19,10,6,0.33,1,1,1,41.62,26.02,1.97,1.49,1.5,1.8,1.83,1.72,-1.98,1.39,0.0104,Very soluble,-1.64,3.02,0.0227,Very soluble,-2.37,0.564,0.00424,Soluble,High,Yes,No,No,No,No,No,No,-6.05,0,1,0,0,2,0.55,0,0,1,1.58
Molecule 64,C[C@H](OC(=O)C(C)C)OC(=O)NCC1(CCCCC1)CC(=O)O,C16H27NO6,329.39,23,0,0.81,10,6,2,84.18,101.93,3.0,3.13,2.68,1.86,1.95,2.52,-3.19,0.21100000000000002,0.00064,Soluble,-4.94,0.0037799999999999995,1.15e-05,Moderately soluble,-2.38,1.37,0.00415,Soluble,High,No,Yes,No,Yes,No,No,No,-6.09,0,0,0,0,0,0.56,0,2,1,3.53
Molecule 65,Cl[C@@H]1[C@H](Cl)[C@@H](Cl)[C@@H]([C@@H]([C@H]1Cl)Cl)Cl,C6H6Cl6,290.83,12,0,1.0,0,0,0,57.62,0.0,1.91,3.72,3.64,4.09,3.77,3.43,-3.99,0.03,0.000103,Soluble,-3.41,0.113,0.000388,Soluble,-3.85,0.0408,0.00014,Soluble,Low,Yes,No,No,Yes,Yes,No,No,-5.43,0,1,0,0,1,0.55,0,1,1,3.68
Molecule 66,COCC(=O)Nc1c(I)c(C(=O)NC[C@H](CO)O)c(c(c1I)C(=O)N(C[C@H](CO)O)C)I,C18H24I3N3O8,791.11,32,6,0.5,14,8,6,139.57,168.66,2.29,-2.05,-0.6,0.01,2.6,0.45,-2.67,1.7,0.00215,Soluble,-0.97,85.6,0.10800000000000001,Very soluble,-4.29,0.041,5.19e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-12.58,3,3,2,1,4,0.17,0,1,2,4.02
Molecule 67,CC(=O)OCC(=O)[C@@]12N=C(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1CCC1=CC(=O)C=C[C@]21C)C,C25H31NO6,441.52,32,0,0.68,4,7,1,121.23,102.26,3.54,1.97,2.18,1.99,3.35,2.61,-3.55,0.12300000000000001,0.000279,Soluble,-3.74,0.0798,0.000181,Soluble,-3.53,0.131,0.000297,Soluble,High,No,No,No,No,No,No,No,-7.59,0,0,0,0,0,0.55,0,0,1,5.88
Molecule 68,CC(=O)NO,C2H5NO2,75.07,5,0,0.5,1,2,2,15.46,49.33,0.63,-1.59,-0.49,-0.96,-0.98,-0.68,0.76,434.0,5.78,Highly soluble,1.06,867.0,11.6,Highly soluble,0.44,206.0,2.75,Soluble,High,No,No,No,No,No,No,No,-7.89,0,4,0,0,2,0.55,0,2,1,1.3
Molecule 69,OS(=O)(=O)CCCCN1c2ccc3c(c2C(/C/1=C\C=C/C=C\C=CC1=[N+](CCCCS(=O)(=O)O)c2c(C1(C)C)c1ccccc1cc2)(C)C)cccc3,C43H49N2O6S2,753.99,53,20,0.33,14,6,2,227.69,131.75,0.56,8.56,10.46,5.68,7.56,6.56,-9.26,4.1200000000000004e-07,5.46e-10,Poorly soluble,-11.2,4.7499999999999995e-09,6.3e-12,Insoluble,-11.98,7.910000000000001e-10,1.05e-12,Insoluble,Low,No,Yes,Yes,No,No,No,No,-4.82,2,4,1,2,2,0.56,0,3,3,6.15
Molecule 70,CC#CC[C@@H]([C@@H](/C=C/[C@H]1[C@H](O)C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)C,C22H32O4,360.49,26,0,0.68,8,4,3,104.95,77.76,3.34,2.8,3.62,3.16,3.97,3.38,-3.31,0.17600000000000002,0.000489,Soluble,-4.09,0.0293,8.13e-05,Moderately soluble,-2.05,3.24,0.00897,Soluble,High,Yes,Yes,No,No,Yes,No,Yes,-6.51,0,0,0,0,0,0.56,0,2,2,5.51
Molecule 71,OC(=O)CN([C@H](CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O)COP(=O)(OC1CCC(CC1)(c1ccccc1)c1ccccc1)O)CC(=O)O,C33H44N3O14P,737.69,51,12,0.48,23,17,6,179.35,261.79,0.73,-5.02,1.75,-0.39,0.24,-0.54,0.09,913.0,1.24,Highly soluble,0.16,1070.0,1.45,Highly soluble,-3.33,0.34299999999999997,0.000466,Soluble,Low,No,No,No,No,No,No,No,-14.36,3,3,2,1,6,0.11,0,1,2,6.02
Molecule 72,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3([C@H]([C@@H]1O)C)[C@H]2C(=O)CC3,C30H47NO4S,517.76,36,0,0.87,6,5,1,151.55,92.14,3.93,6.09,4.87,4.04,4.71,4.73,-6.49,0.000167,3.2299999999999997e-07,Poorly soluble,-7.81,8.1e-06,1.56e-08,Poorly soluble,-4.86,0.0070799999999999995,1.3699999999999998e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-5.13,1,3,0,0,1,0.55,0,1,2,7.51
Molecule 73,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,C32H45N3O4S,567.78,40,12,0.56,12,5,4,166.17,127.2,4.24,5.67,4.37,3.2,4.56,4.41,-6.36,0.00024700000000000004,4.34e-07,Poorly soluble,-8.11,4.45e-06,7.83e-09,Poorly soluble,-7.26,3.11e-05,5.48e-08,Poorly soluble,Low,No,Yes,No,Yes,No,No,Yes,-5.74,1,3,1,0,1,0.55,0,0,3,5.58
Molecule 74,O=C1CC[C@]2(C(=C1)[C@@H]1C[C@@H]1[C@@H]1[C@@H]2CC[C@]2([C@H]1[C@@H]1C[C@@H]1[C@]12CCC(=O)O1)C)C,C24H30O3,366.49,27,0,0.83,0,3,0,103.21,43.37,3.07,2.47,4.31,4.53,4.12,3.7,-3.67,0.0787,0.000215,Soluble,-3.03,0.34600000000000003,0.000944,Soluble,-4.31,0.0178,4.8599999999999995e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.78,1,0,0,0,0,0.55,0,0,1,5.63
Molecule 75,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,C29H53NO5,495.73,35,0,0.9,24,5,1,145.36,81.7,5.46,9.96,6.88,4.66,8.31,7.05,-7.6,1.23e-05,2.49e-08,Poorly soluble,-11.6,1.24e-09,2.5000000000000003e-12,Insoluble,-7.97,5.31e-06,1.07e-08,Poorly soluble,Low,No,Yes,No,No,Yes,No,No,-2.25,1,4,1,1,2,0.55,0,3,3,5.42
Molecule 76,NNc1nncc2c1cccc2,C8H8N4,160.18,12,10,0.0,1,3,2,46.74,63.83,0.78,1.0,0.72,1.17,0.43,0.82,-2.01,1.55,0.00969,Soluble,-1.93,1.88,0.0118,Very soluble,-3.01,0.157,0.0009789999999999998,Soluble,High,No,No,Yes,No,No,No,No,-6.57,0,0,0,0,1,0.55,0,1,1,1.98
Molecule 77,CC[C@H](NCCN[C@H](CO)CC)CO,C10H24N2O2,204.31,14,0,1.0,9,4,4,58.11,64.52,2.47,-0.08,-0.29,0.18,0.72,0.6,-0.46,70.5,0.345,Very soluble,-0.82,30.7,0.15,Very soluble,-2.14,1.48,0.007240000000000001,Soluble,High,No,No,No,No,No,No,No,-7.6,0,0,0,0,0,0.55,0,0,2,2.4
Molecule 78,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,C9H11FN2O5,246.19,17,6,0.56,2,6,3,53.07,104.55,0.85,-1.16,-1.59,-0.62,-0.07,-0.52,-0.76,42.3,0.172,Very soluble,-0.54,70.5,0.28600000000000003,Very soluble,-0.34,113.0,0.457,Soluble,High,No,No,No,No,No,No,No,-8.63,0,1,0,0,0,0.55,0,0,1,3.61
Molecule 79,OCCCN1CCc2c1c(cc(c2)C[C@H](NCCOc1ccccc1OCC(F)(F)F)C)C(=O)N,C25H32F3N3O4,495.53,35,12,0.48,14,8,3,129.81,97.05,3.46,3.64,3.95,2.07,4.6,3.54,-4.54,0.0144,2.9199999999999998e-05,Moderately soluble,-5.37,0.00213,4.3e-06,Moderately soluble,-7.33,2.3100000000000002e-05,4.66e-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-6.74,0,1,1,0,0,0.55,0,0,3,3.87
Molecule 80,O=C1[C@H](CCc2c1c1ccccc1n2C)Cn1ccnc1C,C18H19N3O,293.36,22,14,0.33,2,2,0,87.39,39.82,2.33,2.29,3.13,1.75,2.95,2.49,-3.44,0.106,0.000363,Soluble,-2.76,0.505,0.00172,Soluble,-4.93,0.0034799999999999996,1.1900000000000001e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.46,0,0,0,0,0,0.55,0,0,0,3.13
Molecule 81,C/C(=C/C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,C20H28O2,300.44,22,0,0.45,5,2,1,95.28,37.3,3.68,6.3,5.6,4.28,5.21,5.01,-5.34,0.00137,4.55e-06,Moderately soluble,-6.87,4.03e-05,1.34e-07,Poorly soluble,-3.17,0.205,0.000684,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-3.66,1,1,0,0,1,0.56,0,2,1,4.1
Molecule 82,N#Cc1ccc(cc1C(F)(F)F)NC(=O)[C@](CS(=O)(=O)c1ccc(cc1)F)(O)C,C18H14F4N2O4S,430.37,29,12,0.22,7,9,2,93.86,115.64,2.39,2.31,5.34,2.47,3.22,3.15,-3.81,0.067,0.000156,Soluble,-4.38,0.0181,4.2e-05,Moderately soluble,-6.25,0.000241,5.6e-07,Poorly soluble,Low,No,Yes,No,Yes,No,No,Yes,-7.29,0,0,0,0,0,0.55,0,0,1,3.53
Molecule 83,CCOC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C)C(=O)COC(=O)CC,C27H36O8,488.57,35,0,0.7,9,8,1,127.62,116.2,3.78,4.22,3.7,2.02,3.44,3.43,-4.93,0.00569,1.1599999999999999e-05,Moderately soluble,-6.37,0.00020800000000000001,4.2600000000000003e-07,Poorly soluble,-3.9,0.0614,0.000126,Soluble,High,No,No,No,No,Yes,No,Yes,-6.28,0,2,0,0,0,0.55,0,1,3,5.96
Molecule 84,COCCOC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC(C)C)C,C21H26N2O7,418.44,30,6,0.43,10,7,1,114.84,119.68,3.24,3.05,2.59,0.97,1.51,2.27,-3.84,0.06,0.000143,Soluble,-5.23,0.00247,5.9e-06,Moderately soluble,-4.75,0.007509999999999999,1.7899999999999998e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.69,0,0,0,0,0,0.55,0,3,2,4.39
Molecule 85,COc1cc2c(cc1OC)C[C@H](C2=O)CC1CCN(CC1)Cc1ccccc1,C24H29NO3,379.49,28,12,0.46,6,4,0,115.31,38.77,3.92,4.28,3.83,3.06,4.91,4.0,-4.81,0.00587,1.55e-05,Moderately soluble,-4.81,0.00592,1.56e-05,Moderately soluble,-6.9,4.7799999999999996e-05,1.26e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.58,0,0,0,0,0,0.55,0,0,2,3.62
Molecule 86,CCc1ccc(nc1)CCOc1ccc(cc1)C[C@@H]1SC(=O)NC1=O,C19H20N2O3S,356.44,25,12,0.32,7,4,1,102.17,93.59,2.72,3.75,2.78,2.01,4.28,3.11,-4.31,0.0176,4.95e-05,Moderately soluble,-5.41,0.00139,3.91e-06,Moderately soluble,-6.78,5.8599999999999995e-05,1.6399999999999999e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.81,0,0,0,0,0,0.55,0,1,2,3.46
Molecule 87,CC[C@@H](C1(CC)C(=O)NC(=O)NC1=O)C,C10H16N2O3,212.25,15,0,0.7,3,3,2,62.23,75.27,1.4,1.65,0.03,0.64,1.33,1.01,-2.0,2.14,0.0101,Very soluble,-2.84,0.304,0.00143,Soluble,-2.77,0.35600000000000004,0.00168,Soluble,High,No,No,No,No,No,No,No,-6.42,0,0,0,0,0,0.55,0,1,1,2.4
Molecule 88,CC(=O)NCCCS(=O)(=O)O,C5H11NO4S,181.21,11,0,0.8,5,4,2,39.69,91.85,-0.23,-1.22,0.48,-0.65,-0.92,-0.51,0.14,247.0,1.36,Highly soluble,-0.21,111.0,0.611,Very soluble,-0.83,26.7,0.147,Soluble,High,No,No,No,No,No,No,No,-8.27,0,1,0,0,1,0.56,0,1,1,2.24
Molecule 89,OC(=O)[C@@H]1N2[C@H](O/C/1=C\CO)CC2=O,C8H9NO5,199.16,14,0,0.5,2,5,2,46.9,87.07,0.86,-1.45,-1.48,-0.43,-0.88,-0.67,-0.03,186.0,0.935,Very soluble,0.12,266.0,1.33,Highly soluble,0.99,1970.0,9.89,Soluble,High,No,No,No,No,No,No,No,-8.54,0,1,0,0,1,0.56,0,0,1,3.7
Molecule 90,FC(Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl)F,C17H14Cl2F2N2O3,403.21,26,12,0.29,8,6,1,93.86,60.45,3.14,4.58,5.62,2.84,4.67,4.17,-5.04,0.0036899999999999997,9.14e-06,Moderately soluble,-5.57,0.00108,2.67e-06,Moderately soluble,-6.79,6.6e-05,1.6399999999999999e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.51,0,1,0,0,0,0.55,0,0,3,2.55
Molecule 91,COc1c(C/C=C(/CCC(=O)OCCN2CCOCC2)\C)c(O)c2c(c1C)COC2=O,C23H31NO7,433.49,31,6,0.57,10,8,1,118.49,94.53,3.67,3.19,1.99,1.59,4.38,2.96,-4.02,0.0413,9.54e-05,Moderately soluble,-4.85,0.00617,1.42e-05,Moderately soluble,-4.79,0.0071,1.64e-05,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-6.68,0,0,0,0,0,0.55,0,2,2,3.75
Molecule 92,OCCOCn1cnc2c1nc(N)[nH]c2=O,C8H11N5O3,225.2,16,9,0.38,4,5,3,55.68,119.05,0.48,-1.56,-1.48,-1.43,-0.57,-0.91,-0.41,88.5,0.39299999999999996,Very soluble,-0.43,83.2,0.369,Very soluble,-1.28,11.9,0.0528,Soluble,High,No,No,No,No,No,No,No,-8.78,0,1,0,0,0,0.55,0,0,1,2.47
Molecule 93,Cl[C@@H]1[C@H](Cl)[C@@H](Cl)[C@@H]([C@@H]([C@H]1Cl)Cl)Cl,C6H6Cl6,290.83,12,0,1.0,0,0,0,57.62,0.0,1.91,3.72,3.64,4.09,3.77,3.43,-3.99,0.03,0.000103,Soluble,-3.41,0.113,0.000388,Soluble,-3.85,0.0408,0.00014,Soluble,Low,Yes,No,No,Yes,Yes,No,No,-5.43,0,1,0,0,1,0.55,0,1,1,3.68
Molecule 94,N#Cc1cc(c2ccncc2)c([nH]c1=O)C,C12H9N3O,211.22,16,12,0.08,1,3,1,59.97,69.54,1.46,0.62,1.62,0.41,3.04,1.43,-2.03,1.98,0.00935,Soluble,-1.65,4.68,0.0221,Very soluble,-4.56,0.00586,2.7699999999999996e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-7.15,0,0,0,0,0,0.55,0,0,1,2.26
Molecule 95,COCCOC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC(C)C)C,C21H26N2O7,418.44,30,6,0.43,10,7,1,114.84,119.68,3.5,3.05,2.59,0.97,1.51,2.33,-3.84,0.06,0.000143,Soluble,-5.23,0.00247,5.9e-06,Moderately soluble,-4.75,0.007509999999999999,1.7899999999999998e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.69,0,0,0,0,0,0.55,0,3,2,4.39
Molecule 96,O=C(N[C@H]([C@H](C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,C37H48N6O5S2,720.94,50,22,0.43,22,7,4,197.82,202.26,4.38,6.05,5.6,1.8,7.33,5.03,-6.99,7.290000000000001e-05,1.0099999999999999e-07,Poorly soluble,-10.08,6.04e-08,8.38e-11,Insoluble,-10.02,6.87e-08,9.53e-11,Insoluble,Low,No,Yes,No,No,No,No,Yes,-6.4,2,4,2,1,4,0.17,0,0,3,6.45
Molecule 97,CC(Cc1ccccc1)(N)C,C10H15N,149.23,11,6,0.4,2,1,1,48.57,26.02,2.18,1.9,1.97,2.49,2.13,2.13,-2.23,0.871,0.00584,Soluble,-2.07,1.27,0.00853,Soluble,-3.25,0.0847,0.0005679999999999999,Soluble,High,Yes,No,Yes,No,No,No,No,-5.86,0,1,0,0,2,0.55,0,0,1,1.0
Molecule 98,O=C([C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)N[C@]1(C)O[C@@]2(N(C1=O)[C@@H](Cc1ccccc1)C(=O)N1[C@H]2CCC1)O,C33H35N5O5,581.66,43,15,0.42,5,6,3,170.34,118.21,3.9,3.06,0.85,1.84,2.09,2.35,-5.3,0.0029,4.99e-06,Moderately soluble,-5.21,0.00359,6.18e-06,Moderately soluble,-6.61,0.00014199999999999998,2.45e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.68,1,3,0,0,1,0.55,0,0,1,6.1
Molecule 99,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)OC,C21H26O2,310.43,23,6,0.62,1,2,1,93.31,29.46,3.24,4.0,4.0,4.13,4.47,3.97,-4.41,0.012,3.8799999999999994e-05,Moderately soluble,-4.32,0.0148,4.7799999999999996e-05,Moderately soluble,-4.74,0.0056700000000000006,1.83e-05,Moderately soluble,High,Yes,Yes,No,No,Yes,Yes,No,-5.35,0,0,0,0,0,0.55,0,1,1,4.11
Molecule 100,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]1(C)CCCCC1)C)CC[C@]1([C@H]3C[C@@H]([C@@H]1OC(=O)C)[N+]1(C)CCCCC1)C,C35H60N2O4,572.86,41,0,0.94,6,4,0,175.46,52.6,-4.7,6.55,5.35,-2.3,4.4,1.86,-7.12,4.3200000000000007e-05,7.55e-08,Poorly soluble,-7.45,2.02e-05,3.53e-08,Poorly soluble,-7.05,5.11e-05,8.91e-08,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-5.14,1,3,0,0,1,0.55,0,2,2,6.23
Molecule 1,CCC(=O)NCC[C@@H]1CCc2c1c1CCOc1cc2,C16H21NO2,259.34,19,6,0.56,5,2,1,75.45,38.33,2.9,2.7,2.57,2.49,3.86,2.9,-3.05,0.23,0.000886,Soluble,-3.16,0.18,0.000695,Soluble,-4.89,0.0033200000000000005,1.28e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,No,-5.96,0,0,0,0,0,0.55,0,0,0,2.91
Molecule 2,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(nc1=O)N,C8H12N4O5,244.2,17,6,0.62,2,7,4,53.64,143.72,-0.39,-2.17,-3.48,-2.98,-2.72,-2.35,-0.12,187.0,0.765,Very soluble,-0.32,118.0,0.48100000000000004,Very soluble,1.38,5900.0,24.2,Soluble,Low,No,No,No,No,No,No,No,-9.33,0,1,1,1,1,0.55,0,0,1,3.77
Molecule 3,Clc1ccc2c(c1)C(=NCC(=S)N2CC(F)(F)F)c1ccccc1F,C17H11ClF4N2S,386.79,25,12,0.18,3,5,0,100.5,47.69,2.93,4.03,5.95,4.11,6.88,4.78,-4.93,0.0045,1.1599999999999999e-05,Moderately soluble,-4.73,0.00713,1.84e-05,Moderately soluble,-7.33,1.83e-05,4.72e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,No,No,-5.8,0,1,0,1,0,0.55,0,1,2,3.29
Molecule 4,COc1cc2c(cc1OC)CC[N+]([C@H]2Cc1ccc(c(c1)OC)OC)(C)CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCc2c([C@H]1Cc1ccc(c(c1)OC)OC)cc(c(c2)OC)OC,C53H72N2O12,929.14,67,24,0.51,26,12,0,267.34,126.44,-2.15,7.86,6.66,-4.28,9.91,3.6,-9.1,7.35e-07,7.910000000000001e-10,Poorly soluble,-10.36,4.0300000000000004e-08,4.34e-11,Insoluble,-16.07,7.94e-14,8.55e-17,Insoluble,Low,No,Yes,No,No,Yes,No,No,-6.39,2,4,1,1,4,0.17,0,2,3,7.35
Molecule 5,O[C@@H]1CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@@H](O2)C[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]([C@H]([C@H]([C@@H](OC(=O)C[C@@H](C1)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O)C(=O)O,C47H73NO17,924.08,65,0,0.66,3,18,12,239.06,319.61,2.47,0.0,0.71,-1.74,-4.66,-0.65,-5.37,0.0039299999999999995,4.25e-06,Moderately soluble,-6.26,0.000504,5.46e-07,Poorly soluble,3.0,930000.0,1010.0,Soluble,Low,No,Yes,No,No,No,No,No,-11.94,3,3,1,1,4,0.17,0,0,1,10.0
Molecule 6,O=C(C(c1cccs1)(c1cccs1)O)OC1C[C@@H]2[C@H]3[C@@H]([C@H](C1)[N+]2(C)C)O3,C19H22NO4S2,392.51,26,10,0.53,5,4,1,104.66,115.54,-1.25,2.35,1.86,-2.19,3.73,0.9,-3.71,0.0768,0.000196,Soluble,-4.42,0.0151,3.84e-05,Moderately soluble,-3.89,0.0502,0.000128,Soluble,High,No,Yes,No,Yes,No,No,No,-7.03,0,0,0,0,0,0.55,0,2,1,4.7
Molecule 7,OCCn1c(C)ncc1[N+](=O)[O-],C6H9N3O3,171.15,12,5,0.5,3,4,1,43.25,83.87,1.16,-0.02,0.09,-0.78,-1.62,-0.23,-1.0,17.2,0.1,Very soluble,-1.29,8.74,0.0511,Very soluble,-0.41,66.9,0.391,Soluble,High,No,No,No,No,No,No,No,-7.36,0,0,0,0,1,0.55,0,2,1,2.3
