Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 53,COC(=O)C1=C(C)NC(=C([C@@H]1c1ccccc1[N+](=O)[O-])C(=O)OCC(=O)C)C,C19H20N2O7,388.37,28,6,0.32,8,7,1,104.34,127.52,2.91,1.95,1.75,0.45,0.88,1.59,-3.11,0.304,0.000782,Soluble,-4.25,0.0217,5.59e-05,Moderately soluble,-4.14,0.0281,7.240000000000001e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,Yes,No,-7.28,0,0,0,0,0,0.55,0,3,2,4.06
Molecule 54,C[C@H]1CCC[C@@H](N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)C,C14H20ClN3O3S,345.84,22,6,0.5,4,5,2,88.98,100.88,1.73,2.33,2.6,1.74,0.52,1.78,-3.39,0.141,0.000407,Soluble,-4.09,0.0283,8.170000000000001e-05,Moderately soluble,-3.58,0.0908,0.000262,Soluble,High,No,No,No,No,No,No,No,-6.76,0,0,0,0,0,0.55,0,0,0,3.32
Molecule 55,CCOC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC)C,C18H20N2O6,360.36,26,6,0.33,7,6,1,99.33,110.45,2.91,2.88,2.18,1.07,0.91,1.99,-3.6,0.0911,0.00025299999999999997,Soluble,-4.86,0.00498,1.3800000000000007e-05,Moderately soluble,-4.21,0.0221,6.12e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.45,0,0,0,0,0,0.55,0,3,1,3.98
Molecule 56,CCOC(=O)/C=C/1\S[C@H](C(=O)N1C)N1CCCCC1,C13H20N2O3S,284.37,19,0,0.69,4,4,0,82.6,75.15,3.01,1.62,0.65,0.67,1.3,1.45,-2.36,1.24,0.004370000000000001,Soluble,-2.81,0.44,0.00155,Soluble,-1.43,10.5,0.0368,Soluble,High,No,No,No,No,No,No,No,-6.88,0,0,0,0,0,0.55,0,1,0,3.96
Molecule 57,CC[N+](CCOC(=O)[C@](c1ccccc1)(C1CCCCC1)O)(CC)C,C21H34NO3,348.5,25,6,0.67,9,3,1,101.3,46.53,0.02,4.14,3.38,-0.74,3.6,2.08,-4.19,0.0224,6.42e-05,Moderately soluble,-4.82,0.005220000000000001,1.4999999999999999e-05,Moderately soluble,-5.79,0.00056,1.61e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.49,0,0,0,0,0,0.55,0,1,2,3.65
Molecule 58,NC(=O)c1cccc(c1O)C,C8H9NO2,151.16,11,6,0.12,1,2,2,41.53,63.32,1.3,2.12,0.8,0.91,0.95,1.22,-2.45,0.536,0.0035399999999999997,Soluble,-3.08,0.125,0.0008300000000000001,Soluble,-1.78,2.5,0.0166,Soluble,High,No,No,No,No,No,No,No,-5.72,0,1,0,0,1,0.55,0,0,1,1.0
Molecule 59,O=C(N[C@@H]1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C)CCC[C@@H](C(=O)O)N,C16H21N3O8S,415.42,28,0,0.56,11,9,4,99.46,201.63,1.09,-4.43,-1.51,-2.94,-0.88,-1.73,1.1,5250.0,12.6,Highly soluble,0.81,2690.0,6.48,Highly soluble,-0.43,155.0,0.374,Soluble,Low,No,No,No,No,No,No,No,-11.98,1,1,2,1,2,0.55,0,0,2,4.86
Molecule 60,N#Cc1c(N2C[C@H]3[C@H](C2)NCCO3)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,C20H19FN4O4,398.39,29,10,0.45,3,7,2,108.55,107.59,2.15,-0.7,0.82,0.31,1.58,0.83,-1.93,4.72,0.0119,Very soluble,-1.08,32.8,0.0824,Very soluble,-3.37,0.16899999999999998,0.000425,Soluble,High,No,Yes,No,No,No,No,No,-9.23,0,0,0,0,0,0.55,0,0,1,3.83
Molecule 61,CC(CCOc1ccc(cc1)NC(=S)Nc1ccc(cc1)OCCC(C)C)C,C23H32N2O2S,400.58,28,12,0.43,12,2,2,123.81,74.61,4.86,6.4,5.96,4.18,6.17,5.52,-5.88,0.0005269999999999999,1.32e-06,Moderately soluble,-7.76,6.97e-06,1.74e-08,Poorly soluble,-7.84,5.83e-06,1.46e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-4.2,1,1,1,1,1,0.55,0,1,3,3.0
Molecule 62,N#Cc1ccc2c(c1)N(C[C@H](CN(C)C)C)c1c(S2)cccc1,C19H21N3S,323.46,23,12,0.32,4,2,0,99.59,55.57,3.33,4.43,3.98,3.35,3.55,3.73,-4.76,0.00564,1.74e-05,Moderately soluble,-5.32,0.00157,4.84e-06,Moderately soluble,-5.77,0.000544,1.68e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-5.13,0,0,0,0,0,0.55,0,0,1,3.65
Molecule 63,CC[C@@H]1/C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@H](C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]1CC[C@@H]([C@@H](C1)OC)Cl)/C)CCCC2,C43H68ClNO11,810.45,56,0,0.81,6,11,2,219.6,158.13,5.54,5.74,5.34,1.61,4.14,4.47,-8.09,6.66e-06,8.22e-09,Poorly soluble,-8.83,1.2e-06,1.4800000000000005e-09,Poorly soluble,-5.67,0.0017399999999999998,2.15e-06,Moderately soluble,Low,No,Yes,No,No,No,No,Yes,-7.17,2,3,1,1,4,0.17,0,3,2,9.66
Molecule 64,CC(OC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1)N)C,C33H34N4O6,582.65,43,18,0.27,11,7,2,170.13,139.71,3.95,5.18,3.61,2.58,2.38,3.54,-6.3,0.000292,5.02e-07,Poorly soluble,-7.86,8.04e-06,1.38e-08,Poorly soluble,-7.89,7.42e-06,1.27e-08,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,Yes,-6.18,1,3,1,1,1,0.55,0,3,3,5.62
Molecule 65,CN[C@H]([C@H]1CC[C@@H]([C@@H](O1)O[C@@H]1[C@H](N)C[C@@H]([C@@H]([C@@H]1O)O[C@H]1OC[C@]([C@H]([C@H]1O)NC)(C)O)N)N)C,C21H43N5O7,477.6,33,0,1.0,7,12,8,118.31,199.73,2.56,-4.1,-3.33,-2.92,-3.56,-2.27,0.24,837.0,1.75,Highly soluble,0.51,1540.0,3.23,Highly soluble,0.52,1560.0,3.27,Soluble,Low,No,Yes,No,No,No,No,No,-12.12,2,2,1,1,4,0.17,0,0,1,6.51
Molecule 66,OC(=O)c1cnccn1,C5H4N2O2,124.1,9,6,0.0,1,4,1,28.99,63.08,0.28,0.05,0.17,-1.25,0.32,-0.09,-1.07,10.6,0.0855,Very soluble,-0.93,14.7,0.11800000000000001,Very soluble,-0.98,12.9,0.10400000000000001,Soluble,High,No,No,No,No,No,No,No,-7.02,0,3,0,0,1,0.56,0,0,1,1.45
Molecule 67,ClCCN(P(=O)(OCCC=O)N)CCCl,C7H15Cl2N2O3P,277.09,15,0,0.86,9,5,1,60.91,82.44,1.69,-0.47,1.44,0.42,0.35,0.69,-0.67,59.5,0.215,Very soluble,-0.79,44.5,0.16,Very soluble,-2.22,1.65,0.0059700000000000005,Soluble,High,No,No,No,No,No,No,No,-8.32,0,0,0,0,0,0.55,0,3,1,3.59
Molecule 68,O=Cc1cccc2c1cccc2,C11H8O,156.18,12,10,0.0,1,1,0,49.34,17.07,1.78,2.39,2.65,2.48,3.16,2.49,-2.86,0.213,0.00137,Soluble,-2.39,0.637,0.004079999999999999,Soluble,-4.01,0.0154,9.84e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-5.56,0,1,0,0,2,0.55,0,1,1,1.0
Molecule 69,Oc1nc2c([nH]1)c(=O)n(c(n2)O)C,C6H6N4O3,182.14,13,9,0.17,0,5,3,43.46,104.03,0.6,-0.26,-0.93,-1.06,-0.33,-0.4,-1.32,8.76,0.0481,Very soluble,-1.47,6.23,0.0342,Very soluble,-0.48,59.6,0.327,Soluble,High,No,No,No,No,No,No,No,-7.6,0,2,0,0,1,0.55,0,0,1,2.06
Molecule 70,OC(=O)C[C@@H]([C@@](C(=O)O)(O)C)C(=O)O,C7H10O7,206.15,14,0,0.57,5,7,4,42.28,132.13,-0.62,-1.61,-1.0,-1.13,-1.41,-1.16,0.23,347.0,1.68,Highly soluble,-0.66,45.6,0.221,Very soluble,1.68,9820.0,47.6,Soluble,High,No,No,No,No,No,No,No,-8.7,0,1,0,1,0,0.56,0,0,1,2.99
Molecule 71,ClCCN(P(=O)(OCCC=O)N)CCCl,C7H15Cl2N2O3P,277.09,15,0,0.86,9,5,1,60.91,82.44,1.69,-0.47,1.44,0.42,0.35,0.69,-0.67,59.5,0.215,Very soluble,-0.79,44.5,0.16,Very soluble,-2.22,1.65,0.0059700000000000005,Soluble,High,No,No,No,No,No,No,No,-8.32,0,0,0,0,0,0.55,0,3,1,3.59
Molecule 72,OC(=O)C[C@H]([C@](C(=O)O)(O)C)C(=O)O,C7H10O7,206.15,14,0,0.57,5,7,4,42.28,132.13,-0.94,-1.61,-1.0,-1.13,-1.41,-1.22,0.23,347.0,1.68,Highly soluble,-0.66,45.6,0.221,Very soluble,1.68,9820.0,47.6,Soluble,High,No,No,No,No,No,No,No,-8.7,0,1,0,1,0,0.56,0,0,1,2.99
Molecule 73,COCCOC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC/C=C/c1ccccc1)C,C27H28N2O7,492.52,36,12,0.26,12,7,1,139.64,119.68,4.08,4.11,3.79,1.94,3.02,3.39,-4.94,0.00569,1.15e-05,Moderately soluble,-6.33,0.000231,4.6799999999999996e-07,Poorly soluble,-6.86,6.829999999999999e-05,1.3900000000000001e-07,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.39,0,2,1,0,0,0.55,0,3,3,4.76
Molecule 74,COCCOC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC/C=C/c1ccccc1)C,C27H28N2O7,492.52,36,12,0.26,12,7,1,139.64,119.68,4.04,4.11,3.79,1.94,3.02,3.38,-4.94,0.00569,1.15e-05,Moderately soluble,-6.33,0.000231,4.6799999999999996e-07,Poorly soluble,-6.86,6.829999999999999e-05,1.3900000000000001e-07,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.39,0,2,1,0,0,0.55,0,3,3,4.76
Molecule 75,COC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC(CN(CCC(c1ccccc1)c1ccccc1)C)(C)C)C,C36H41N3O6,611.73,45,18,0.33,14,7,1,180.08,113.69,4.38,6.94,6.1,3.49,4.67,5.12,-7.38,2.57e-05,4.2e-08,Poorly soluble,-9.14,4.43e-07,7.240000000000001e-10,Poorly soluble,-9.99,6.230000000000001e-08,1.0200000000000001e-10,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,Yes,-5.1,1,4,1,1,2,0.55,0,3,3,5.78
Molecule 76,COC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OC(CN(CCC(c1ccccc1)c1ccccc1)C)(C)C)C,C36H41N3O6,611.73,45,18,0.33,14,7,1,180.08,113.69,4.34,6.94,6.1,3.49,4.67,5.11,-7.38,2.57e-05,4.2e-08,Poorly soluble,-9.14,4.43e-07,7.240000000000001e-10,Poorly soluble,-9.99,6.230000000000001e-08,1.0200000000000001e-10,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,Yes,-5.1,1,4,1,1,2,0.55,0,3,3,5.78
Molecule 77,CC1=C(C(=O)OCCN(c2ccccc2)Cc2ccccc2)[C@@H](C(=C(N1)C)P1(=O)OCC(CO1)(C)C)c1cccc(c1)[N+](=O)[O-],C34H38N3O7P,631.66,45,18,0.32,11,7,1,179.14,132.73,4.04,5.91,6.77,3.03,3.35,4.62,-7.05,5.6399999999999995e-05,8.92e-08,Poorly soluble,-8.47,2.13e-06,3.379999999999999e-09,Poorly soluble,-9.72,1.2e-07,1.9e-10,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,Yes,-5.96,1,4,1,2,2,0.55,0,3,3,5.84
Molecule 78,CNC[C@@H](c1ccc(c(c1)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C)O,C19H29NO5,351.44,25,6,0.58,9,6,2,96.31,84.86,3.62,2.95,2.52,2.5,3.19,2.95,-3.46,0.122,0.000346,Soluble,-4.39,0.0142,4.03e-05,Moderately soluble,-4.47,0.0118,3.37e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.35,0,0,0,0,0,0.55,0,1,2,3.28
Molecule 79,CO/N=C(\C(=O)N[C@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)/C=C\c1scnc1C)/c1csc(n1)N,C19H18N6O5S3,506.58,33,10,0.26,8,8,3,129.25,241.88,2.28,0.69,0.81,-0.53,2.62,1.17,-3.11,0.392,0.000773,Soluble,-5.35,0.00228,4.5e-06,Moderately soluble,-2.74,0.92,0.00182,Soluble,Low,No,No,No,No,No,No,No,-8.9,2,1,1,1,1,0.11,0,2,2,5.11
Molecule 80,[O-][N+](=O)c1nccn1CC(=O)NCCO,C7H10N4O4,214.18,15,5,0.43,6,5,2,50.9,112.97,0.61,-1.34,-1.1,-1.7,-2.58,-1.22,-0.17,143.0,0.669,Very soluble,-0.53,62.8,0.293,Very soluble,-0.44,78.1,0.365,Soluble,High,No,No,No,No,No,No,No,-8.56,0,1,0,0,0,0.55,0,2,1,2.18
Molecule 81,COc1ccc(cc1OC)C(=O)N1CCN(CC1)c1ccc2c(c1)CCC(=O)N2,C22H25N3O4,395.45,29,12,0.36,5,4,1,120.69,71.11,3.05,2.06,1.22,1.73,2.62,2.14,-3.57,0.107,0.000272,Soluble,-3.18,0.26,0.000657,Soluble,-5.6,0.001,2.53e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.25,0,0,0,0,0,0.55,1,0,1,2.82
Molecule 82,N#Cc1c(sc(c1CC(=O)O)C(=O)O)N(CC(=O)O)CC(=O)O,C12H10N2O8S,342.28,23,5,0.25,8,9,4,74.9,204.47,0.16,0.29,-0.08,-1.36,0.14,-0.17,-1.78,5.71,0.0167,Very soluble,-4.15,0.0245,7.140000000000001e-05,Moderately soluble,0.23,588.0,1.72,Soluble,Low,No,No,No,No,No,No,No,-8.18,0,0,1,1,1,0.11,0,0,1,3.24
Molecule 83,CC[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)Oc1ccccc1,C18H22N2O5S,378.44,26,6,0.5,7,5,2,101.0,121.24,2.29,2.65,1.09,1.5,1.18,1.74,-3.56,0.10300000000000001,0.000273,Soluble,-4.85,0.005379999999999999,1.42e-05,Moderately soluble,-3.08,0.314,0.0008300000000000001,Soluble,High,No,Yes,No,No,No,No,No,-6.73,0,0,0,0,0,0.56,0,0,1,4.41
Molecule 84,O=C(C(O)(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],C11H11F3N2O4,292.21,20,6,0.36,5,7,2,65.39,95.15,1.42,2.7,3.28,1.22,0.2,1.76,-3.24,0.166,0.0005690000000000001,Soluble,-4.35,0.013,4.46e-05,Moderately soluble,-2.9,0.364,0.00124,Soluble,High,No,No,Yes,No,No,No,No,-6.17,0,0,0,0,0,0.55,0,2,0,2.1
Molecule 85,C[C@H]([C@H]1C(=O)N2[C@@H]1[C@@H](C)C(=C2C(=O)O)S[C@H]1CC[C@H](N1)C(=O)N(C)C)O,C17H25N3O5S,383.46,26,0,0.71,6,6,3,104.37,135.48,1.91,-1.9,-0.72,0.37,-0.62,-0.19,-0.62,91.0,0.237,Very soluble,-0.42,144.0,0.376,Very soluble,-0.47,129.0,0.337,Soluble,Low,No,No,No,No,No,No,No,-9.99,0,1,0,1,0,0.55,0,0,1,5.51
Molecule 86,O=C1OCCN1/N=C\c1ccc(o1)[N+](=O)[O-],C8H7N3O5,225.16,16,5,0.25,3,6,0,56.97,100.86,1.45,-0.05,0.59,-0.23,-0.99,0.15,-1.24,13.0,0.0578,Very soluble,-1.62,5.43,0.0241,Very soluble,-0.89,29.1,0.129,Soluble,High,No,No,No,No,No,No,No,-7.71,0,0,0,0,0,0.55,0,3,1,3.14
Molecule 87,CN[C@H]([C@@H]1CC[C@@H]([C@@H](O1)O[C@@H]1[C@H](N)C[C@@H]([C@@H]([C@@H]1O)O[C@H]1OC[C@]([C@H]([C@H]1O)NC)(C)O)N)N)C,C21H43N5O7,477.6,33,0,1.0,7,12,8,118.31,199.73,2.99,-4.1,-3.33,-2.92,-3.56,-2.18,0.24,837.0,1.75,Highly soluble,0.51,1540.0,3.23,Highly soluble,0.52,1560.0,3.27,Soluble,Low,No,Yes,No,No,No,No,No,-12.12,2,2,1,1,4,0.17,0,0,1,6.51
Molecule 88,CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC)CO,C19H36O5,344.49,24,0,0.89,18,5,1,97.18,72.83,4.49,5.38,4.15,3.05,5.16,4.45,-4.18,0.0229,6.65e-05,Moderately soluble,-6.66,7.48e-05,2.17e-07,Poorly soluble,-5.14,0.00251,7.28e-06,Moderately soluble,High,Yes,Yes,No,Yes,No,No,Yes,-4.58,0,0,1,0,2,0.55,0,1,2,3.93
Molecule 89,C1CC[C@H](NC1)c1cccnc1,C10H14N2,162.23,12,6,0.5,1,2,1,53.03,24.92,2.01,0.97,1.19,1.17,2.26,1.52,-1.76,2.81,0.0173,Very soluble,-1.08,13.5,0.083,Very soluble,-3.22,0.0971,0.000598,Soluble,High,Yes,No,No,No,No,No,No,-6.6,0,0,0,0,1,0.55,0,0,1,2.07
Molecule 90,Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(c(c1)O)O,C15H12O6,288.25,21,12,0.13,1,6,4,73.59,107.22,1.62,2.02,1.89,0.16,1.56,1.45,-3.26,0.16,0.000554,Soluble,-3.9,0.0364,0.000126,Soluble,-2.84,0.419,0.00145,Soluble,High,No,Yes,No,No,No,No,Yes,-6.62,0,0,0,0,0,0.55,1,1,0,3.11
Molecule 91,C/C=C/c1ccc(c(c1)OC)O,C10H12O2,164.2,12,6,0.2,2,2,1,49.86,29.46,2.38,3.04,2.33,2.01,2.31,2.41,-3.01,0.16,0.000974,Soluble,-3.32,0.0778,0.00047400000000000003,Soluble,-2.42,0.627,0.003820000000000001,Soluble,High,Yes,No,Yes,No,No,No,No,-5.14,0,0,0,0,1,0.55,0,0,1,1.81
Molecule 92,C=CC=O,C3H4O,56.06,4,0,0.0,1,1,0,16.26,17.07,0.99,-0.01,0.37,0.04,0.34,0.35,-0.12,43.0,0.767,Very soluble,0.1,70.7,1.26,Highly soluble,-0.09,45.9,0.818,Soluble,Low,No,No,No,No,No,No,No,-6.65,0,3,0,0,3,0.55,0,2,1,1.16
Molecule 93,CC[C@@H](C(C)C)/C=C/[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H48O,412.69,30,0,0.86,5,1,1,132.75,20.23,5.08,8.56,7.8,6.62,6.86,6.98,-7.46,1.4300000000000005e-05,3.46e-08,Poorly soluble,-8.86,5.71e-07,1.3800000000000002e-09,Poorly soluble,-5.47,0.0014,3.39e-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-2.74,1,3,0,1,2,0.55,0,1,2,6.21
Molecule 94,CC1=C(C)C(=O)O[C@H](C1)[C@@]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@@H]2[C@@]3([C@]1(C)C(=O)C=C[C@@H]3O)O2)(O)C,C28H38O6,470.6,34,0,0.79,2,6,2,127.53,96.36,3.81,3.12,3.5,2.75,3.78,3.39,-4.59,0.0121,2.56e-05,Moderately soluble,-4.81,0.00725,1.5399999999999998e-05,Moderately soluble,-3.78,0.0785,0.000167,Soluble,High,No,Yes,No,No,No,No,No,-6.96,0,1,0,0,0,0.55,0,1,1,6.85
Molecule 95,OC(=O)c1cccc(c1O)C,C8H8O3,152.15,11,6,0.12,1,3,2,40.39,57.53,1.11,2.86,1.4,1.32,1.19,1.58,-2.92,0.182,0.00119,Soluble,-3.73,0.0285,0.00018700000000000002,Soluble,-1.57,4.13,0.0272,Soluble,High,Yes,No,No,No,No,No,No,-5.2,0,2,0,0,1,0.56,0,0,1,1.05
Molecule 96,Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,C14H10O5,258.23,19,12,0.0,4,5,2,66.82,83.83,1.8,3.04,2.31,2.39,1.84,2.28,-3.56,0.0712,0.000276,Soluble,-4.47,0.00883,3.4200000000000005e-05,Moderately soluble,-3.41,0.10099999999999999,0.000393,Soluble,High,No,No,No,No,No,No,No,-5.72,0,0,0,0,0,0.56,0,1,0,2.03
Molecule 97,CCCn1c(=O)[nH]c(=O)c2c1nc[nH]2,C8H10N4O2,194.19,14,9,0.38,2,3,2,51.85,83.54,0.97,0.33,-0.18,-0.19,1.33,0.45,-1.6,4.93,0.0254,Very soluble,-1.65,4.37,0.0225,Very soluble,-2.36,0.856,0.00441,Soluble,High,No,No,No,No,No,No,No,-7.25,0,0,0,0,1,0.55,0,0,1,1.94
Molecule 98,CC(C(Cl)(Cl)Cl)(O)C,C4H7Cl3O,177.46,8,0,1.0,1,1,1,36.97,20.23,1.8,2.03,2.13,1.89,1.77,1.92,-2.15,1.25,0.00703,Soluble,-2.08,1.47,0.00827,Soluble,-2.02,1.69,0.00951,Soluble,High,Yes,No,No,No,No,No,No,-5.94,0,2,0,0,3,0.55,0,1,1,2.18
Molecule 99,Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)O,C20H14O4,318.32,24,18,0.05,2,4,2,88.67,66.76,2.13,2.41,3.45,3.05,3.85,2.98,-3.75,0.056,0.000176,Soluble,-3.45,0.11199999999999999,0.000352,Soluble,-6.43,0.000118,3.720000000000001e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-6.53,0,0,0,0,0,0.55,0,0,0,2.86
Molecule 100,C/C=C/1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](OC(=O)[C@@H](NC1=O)C(C)C)CC(=O)N[C@@H](C(=O)N2)C(C)C,C24H36N4O6S2,540.7,36,0,0.62,2,6,4,156.44,193.3,3.3,2.24,-0.09,0.18,1.5,1.43,-4.47,0.0183,3.3799999999999995e-05,Moderately soluble,-5.93,0.000628,1.16e-06,Moderately soluble,-4.39,0.022,4.07e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.01,1,3,1,1,1,0.55,0,3,1,7.19
Molecule 1,COC(=O)[C@@H]1[C@@H](OC)[C@@H](C[C@H]2[C@@H]1C[C@H]1N(C2)CCc2c1[nH]c1c2cccc1)OC(=O)c1cc(OC)c(c(c1)OC)OC,C32H38N2O8,578.65,42,15,0.5,9,9,1,159.03,108.55,3.88,4.1,3.46,2.06,3.84,3.47,-5.68,0.00121,2.08e-06,Moderately soluble,-6.09,0.000475,8.22e-07,Poorly soluble,-6.8,9.09e-05,1.57e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-6.92,1,3,0,0,0,0.55,1,1,3,5.72
Molecule 2,COC(=O)OCOc1c(=O)ccn2c1C(=O)N1CCOC[C@H]1N2[C@@H]1c2ccccc2SCc2c1ccc(c2F)F,C27H23F2N3O7S,571.55,40,18,0.3,6,9,0,144.58,124.84,3.53,3.79,2.99,3.04,2.54,3.18,-5.71,0.00112,1.96e-06,Moderately soluble,-6.11,0.0004480000000000001,7.84e-07,Poorly soluble,-6.28,0.000299,5.24e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.1,1,2,0,0,0,0.55,0,1,2,5.23
Molecule 3,O=C1O[C@@H]2CCC[C@H]2OCC=CC(F)(F)c2c(O[C@H]3CN(C(=O)[C@@H](N1)C(C)(C)C)[C@@H](C3)C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)nc1c(n2)cccc1,C38H46F4N6O9S,838.87,58,10,0.63,9,15,3,205.91,203.6,4.4,4.55,5.69,1.32,2.42,3.68,-7.44,3.04e-05,3.62e-08,Poorly soluble,-8.55,2.37e-06,2.8300000000000004e-09,Poorly soluble,-7.96,9.22e-06,1.1000000000000001e-08,Poorly soluble,Low,No,Yes,No,No,No,No,No,-8.19,2,4,1,1,3,0.17,0,1,3,8.56
Molecule 4,CCN(CCN[C@@H](c1ccccc1)C(=O)OCCC(C)C)CC,C19H32N2O2,320.47,23,6,0.63,12,4,1,96.07,41.57,4.2,3.87,2.92,2.88,3.65,3.5,-3.67,0.0691,0.00021600000000000002,Soluble,-4.44,0.0116,3.63e-05,Moderately soluble,-5.53,0.00095,2.96e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.51,0,0,1,0,0,0.55,0,0,2,3.27
Molecule 5,CN(CCN(c1ccccn1)Cc1ccccc1)C,C16H21N3,255.36,19,12,0.31,6,2,0,80.25,19.37,2.93,3.3,2.5,2.32,2.3,2.67,-3.57,0.0682,0.000267,Soluble,-3.38,0.106,0.00041500000000000017,Soluble,-5.21,0.00158,6.19e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.51,0,0,0,0,0,0.55,0,0,0,2.19
Molecule 6,O=C1O[C@H](CN1/N=C/c1ccc(o1)[N+](=O)[O-])CN1CCOCC1,C13H16N4O6,324.29,23,5,0.54,5,8,0,86.79,113.33,2.16,0.82,-0.09,-0.31,-1.17,0.28,-2.2,2.06,0.00634,Soluble,-2.78,0.536,0.00165,Soluble,-1.22,19.7,0.0607,Soluble,High,No,Yes,No,No,No,No,No,-7.7,0,0,0,0,0,0.55,0,3,0,4.01
Molecule 7,OC(=O)[C@@H](c1cccc(c1)C[C@H]1CCCC1=O)C,C15H18O3,246.3,18,6,0.47,4,3,1,69.88,54.37,1.96,2.42,2.79,2.29,3.36,2.56,-2.87,0.32899999999999996,0.00134,Soluble,-3.2,0.154,0.000625,Soluble,-3.66,0.0534,0.000217,Soluble,High,Yes,No,No,No,No,No,No,-6.08,0,0,0,0,0,0.56,0,0,1,2.82
Molecule 8,CCC1(CC)C(=O)NC(=O)NC1=O,C8H12N2O3,184.19,13,0,0.62,2,3,2,52.62,75.27,0.98,0.65,-0.6,0.02,0.79,0.37,-1.26,10.1,0.055,Very soluble,-1.81,2.88,0.0156,Very soluble,-2.33,0.858,0.00466,Soluble,High,No,No,No,No,No,No,No,-6.96,0,1,0,0,1,0.55,0,1,1,1.75
